species_name,Genus_name,decimalLongitude,decimalLatitude,countryCode,gbifID,family,taxonRank,year,basisOfRecord,datasetName,institutionCode,Lieform,Source,Endemic,,,,,Family ,Number of occurances of each family ,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.170271999999997,30.865473999999999,IND,3956167544,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.170282000000000,30.865485000000000,IND,3956093953,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,78.011527999999998,30.345220999999999,IND,3998076004,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.170451999999997,30.865224000000001,IND,3998138252,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,78.011624999999995,30.345150000000000,IND,3998295402,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.194457999999997,27.566113000000001,NPL,3998937842,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.677520999999999,31.655010000000001,IND,3998151538,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.438002999999995,28.136147000000001,NPL,3947317897,Convolvulaceae,SPECIES,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,93.603211000000002,27.075842000000002,IND,3953198041,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,90.079635999999994,27.077223000000000,BTN,3951487650,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,89.987791999999999,26.021210000000000,IND,3960014904,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.585446000000005,31.702323000000000,IND,3951945022,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.508330000000001,31.730235000000000,IND,3953108257,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.170291000000006,30.865487000000002,IND,3958683406,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.437888999999998,28.136253000000000,NPL,3784691567,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,89.731361000000007,26.768122000000002,BTN,3985789687,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.040323000000001,31.691029000000000,IND,3954144897,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,78.052225000000007,30.348645999999999,IND,3960314536,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.959472000000005,28.195391999999998,NPL,3951847956,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.341201999999996,27.975293000000001,NPL,2850551688,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,93.695875000000001,27.108630999999999,IND,3958139476,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.432877000000005,27.669829000000000,NPL,3952130517,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,78.032916000000000,30.261099999999999,IND,2851123378,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,95.333617000000004,27.366316999999999,IND,3954071431,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.161164999999997,32.080266000000002,IND,2977681190,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.995377000000005,28.208321000000002,NPL,2976219989,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.054237000000001,31.752580999999999,IND,2978335254,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,81.765586999999996,29.725055000000001,NPL,2976876754,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.396929000000000,28.345635000000001,NPL,3802586941,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.398133000000001,28.326317000000000,NPL,2980858262,Convolvulaceae,SPECIES,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.932010000000005,31.708712999999999,IND,4516200040,Convolvulaceae,SPECIES,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.691620000000000,31.426195000000000,IND,3952459984,Convolvulaceae,SPECIES,2019,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,79.197478000000004,29.364985999999998,IND,2460074942,Convolvulaceae,SPECIES,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.486687000000003,27.562805000000001,NPL,3957773816,Convolvulaceae,SPECIES,2019,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,95.331738000000001,27.887011999999999,IND,4867833180,Convolvulaceae,SPECIES,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,91.682034999999999,26.180322000000000,IND,2644042586,Convolvulaceae,SPECIES,2018,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,79.579445000000007,29.295891000000001,IND,3957156320,Convolvulaceae,SPECIES,2018,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.376400000000004,27.669499999999999,NPL,2268761600,Convolvulaceae,SPECIES,2018,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,81.221620000000001,28.613659999999999,NPL,2268761614,Convolvulaceae,SPECIES,2017,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.158709999999999,27.675879999999999,NPL,2268761719,Convolvulaceae,SPECIES,2017,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.452466999999999,27.534102000000001,NPL,2294405191,Convolvulaceae,SPECIES,2017,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.634674000000004,27.866033000000002,NPL,2294800218,Convolvulaceae,SPECIES,2016,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.980149999999995,27.403124999999999,NPL,2268761639,Convolvulaceae,SPECIES,2016,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.918530000000004,27.879770000000001,NPL,2268761544,Convolvulaceae,SPECIES,2015,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.569999999999993,27.834309999999999,NPL,2268761665,Convolvulaceae,SPECIES,2013,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.304438000000005,27.525430000000000,NPL,4458630209,Convolvulaceae,SPECIES,2012,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,81.778701999999996,28.146056999999999,NPL,2301714784,Convolvulaceae,SPECIES,2012,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.620000000000005,27.583330000000000,NPL,2268762046,Convolvulaceae,SPECIES,2007,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.500000000000000,27.633330000000001,NPL,2268761736,Convolvulaceae,SPECIES,2005,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.400000000000006,27.699999999999999,NPL,2268761631,Convolvulaceae,SPECIES,2005,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.487778000000006,27.571943999999998,NPL,575098584,Convolvulaceae,SPECIES,2004,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.487780000000001,27.571940000000001,NPL,2301715067,Convolvulaceae,SPECIES,2004,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.549999999999997,27.870000000000001,NPL,2268761717,Convolvulaceae,SPECIES,2002,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.400000000000006,28.070000000000000,NPL,2268761599,Convolvulaceae,SPECIES,2002,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,82.269999999999996,28.059370000000001,NPL,2268761848,Convolvulaceae,SPECIES,2001,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,82.265929999999997,28.059370000000001,NPL,2268762449,Convolvulaceae,SPECIES,2001,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.129999999999995,28.140000000000001,NPL,2268761603,Convolvulaceae,SPECIES,2000,PRESERVED_SPECIMEN,NA,TUCH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,76.361215999999999,31.397682000000000,IND,4029451949,Convolvulaceae,SPECIES,1997,PRESERVED_SPECIMEN,NA,BARO,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,77.974959999999996,30.286517000000000,IND,685752108,Convolvulaceae,SPECIES,1993,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,82.980179000000007,27.648783999999999,NPL,2301715051,Convolvulaceae,SPECIES,1992,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,87.327742999999998,27.416651000000002,NPL,4522659103,Convolvulaceae,SPECIES,1989,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,78.158518000000001,30.026968000000000,IND,685750029,Convolvulaceae,SPECIES,1987,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,83.984211000000002,28.237818999999998,NPL,2301714933,Convolvulaceae,SPECIES,1986,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,84.348946999999995,27.651748999999999,NPL,2301714616,Convolvulaceae,SPECIES,1985,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,82.301771000000002,27.990361000000000,NPL,2301714612,Convolvulaceae,SPECIES,1982,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,81.646051000000000,28.185479999999998,NPL,2301715136,Convolvulaceae,SPECIES,1980,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,81.614468000000002,28.054758000000000,NPL,2301714173,Convolvulaceae,SPECIES,1972,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea quamoclit,Ipomoea,85.702545000000001,27.632877000000001,NPL,2301715026,Convolvulaceae,SPECIES,1960,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.166754999999995,34.100143000000003,PAK,4465122349,Convolvulaceae,SPECIES,2013,PRESERVED_SPECIMEN,NA,Hazara University,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.180625000000006,34.100152999999999,PAK,4465122363,Convolvulaceae,SPECIES,2013,PRESERVED_SPECIMEN,NA,Hazara University,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.224365000000006,34.271574999999999,PAK,2234224466,Convolvulaceae,SPECIES,1978,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.201019000000002,33.546146000000000,PAK,2234224156,Convolvulaceae,SPECIES,1976,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.047338999999994,34.474215000000001,PAK,2234224595,Convolvulaceae,SPECIES,1976,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.343041999999997,33.719552000000000,PAK,2234223502,Convolvulaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.139076000000003,33.753452000000003,PAK,2234223922,Convolvulaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.034025000000000,33.962502000000001,PAK,2234224751,Convolvulaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.250000000000000,34.670000000000002,PAK,615336366,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.370000000000005,34.229999999999997,PAK,615336367,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,72.530000000000001,35.130000000000003,PAK,615336368,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,72.670000000000002,35.630000000000003,PAK,615336369,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.450000000000003,33.920000000000002,PAK,615336370,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea hederacea,Ipomoea,73.920000000000002,33.180000000000000,PAK,615336372,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,88.133072999999996,26.652118000000002,NPL,4953052975,Convolvulaceae,SPECIES,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,79.781863999999999,28.936063999999998,IND,4952960175,Convolvulaceae,SPECIES,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,76.695279999999997,31.037911999999999,IND,3955862359,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,77.712406000000001,30.412133999999998,IND,3953407078,Convolvulaceae,SPECIES,2021,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,85.060000000000002,27.170000000000002,NPL,4042929540,Convolvulaceae,SPECIES,2017,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,79.571060000000003,30.001774000000001,IND,2598682394,Convolvulaceae,SPECIES,2016,HUMAN_OBSERVATION,NA,NA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,77.974959999999996,30.286517000000000,IND,685752107,Convolvulaceae,SPECIES,1993,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.519200999999995,33.645637999999998,PAK,2234223341,Convolvulaceae,SPECIES,1978,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.220245000000006,34.175052999999998,PAK,2234222917,Convolvulaceae,SPECIES,1978,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,74.085009999999997,32.975099000000000,PAK,2234223107,Convolvulaceae,SPECIES,1977,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.311178999999996,33.266810000000000,PAK,2234223741,Convolvulaceae,SPECIES,1977,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.208389999999994,33.546542000000002,PAK,2234222297,Convolvulaceae,SPECIES,1977,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,74.193222000000006,34.792549000000001,PAK,2234222324,Convolvulaceae,SPECIES,1976,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.402292000000003,34.029629999999997,PAK,2234222500,Convolvulaceae,SPECIES,1975,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.138497000000001,33.747774999999997,PAK,2234222747,Convolvulaceae,SPECIES,1974,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.082980000000006,33.570948000000001,PAK,3969700731,Convolvulaceae,SPECIES,1953,PRESERVED_SPECIMEN,NA,BRIT,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.676917000000003,34.148096000000002,PAK,2234222817,Convolvulaceae,SPECIES,NA,PRESERVED_SPECIMEN,NA,QAU,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.379999999999995,34.399999999999999,PAK,615336398,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,73.079999999999998,33.570000000000000,PAK,615336400,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea pes-tigridis,Ipomoea,74.920000000000002,32.729999999999997,IND,615336381,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea biflora,Ipomoea,95.329999999999998,29.329999999999998,CHN,4043346536,Convolvulaceae,SPECIES,1993,PRESERVED_SPECIMEN,NA,KUN,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea muricata,Ipomoea,84.633330000000001,27.616669999999999,NPL,2301716519,Convolvulaceae,SPECIES,2007,PRESERVED_SPECIMEN,NA,KATH,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea muricata,Ipomoea,78.158518000000001,30.026968000000000,IND,685749947,Convolvulaceae,SPECIES,1984,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea muricata,Ipomoea,77.000000000000000,33.000000000000000,IND,615336391,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea muricata,Ipomoea,73.250000000000000,33.329999999999998,PAK,615336393,Convolvulaceae,SPECIES,NA,OCCURRENCE,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea kotschyana,Ipomoea,77.981427999999994,30.558056000000001,IND,4029462559,Convolvulaceae,SPECIES,1985,PRESERVED_SPECIMEN,NA,BARO,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea coccinea,Ipomoea,78.079920000000001,30.386351999999999,IND,685750034,Convolvulaceae,SPECIES,1984,PRESERVED_SPECIMEN,NA,WII,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne clarkei,Isachne,95.329999999999998,29.320000000000000,CHN,2417429452,Poaceae,SPECIES,1980,PRESERVED_SPECIMEN,NA,PE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne clarkei,Isachne,95.329999999999998,29.329999999999998,CHN,4044440857,Poaceae,SPECIES,1973,PRESERVED_SPECIMEN,NA,HNWP,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,80.230000000000004,30.079999999999998,IND,615336505,Poaceae,SPECIES,2005,PRESERVED_SPECIMEN,NA,GMBA,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,87.231943999999999,27.464444000000000,NPL,575327039,Poaceae,SPECIES,2001,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,97.865279999999998,27.285274999999999,MMR,1426212979,Poaceae,SPECIES,2001,PRESERVED_SPECIMEN,NA,CAS,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,85.467777999999996,28.168610999999999,NPL,575159945,Poaceae,SPECIES,2001,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,91.033332999999999,27.316666999999999,BTN,575042200,Poaceae,SPECIES,1998,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,89.799999999999997,27.516667000000002,BTN,574908355,Poaceae,SPECIES,1998,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isachne albens,Isachne,91.733333000000002,27.366667000000000,BTN,574932361,Poaceae,SPECIES,1998,PRESERVED_SPECIMEN,Edinburgh (E) Herbarium Specimens,RBGE,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
